"","houseValue","income","houseAge","rooms","bedrooms","population","households","latitude","longitude"
"447",182600,3.875,52,895,198,386,204,37.87,-122.29
"448",227900,3.006,52,1909,416,811,406,37.88,-122.28
"449",220700,NA,46,3022,696,NA,675,37.87,-122.28
"450",212000,2.8676,46,1777,446,805,431,37.87,-122.28
"451",271400,NA,52,2803,NA,1372,876,37.88,-122.27
"452",NA,1.7778,30,1465,439,862,425,37.87,-122.27
"453",NA,2.52,37,2619,682,1152,616,37.88,-122.27
"454",332500,4.2788,52,1149,255,483,249,37.88,-122.26
"455",338900,NA,52,2363,604,NA,573,37.88,-122.26
"456",287500,1.725,52,NA,837,NA,769,37.88,-122.26
"457",384600,5.2289,41,685,141,266,123,37.87,-122.25
"458",371400,2.5562,42,1756,465,2184,422,37.87,-122.25
"459",NA,0.949,NA,1204,460,2016,477,37.87,-122.25
"460",500001,1.1696,52,609,NA,1349,250,37.87,-122.25
"461",175000,1.4012,52,1087,371,3337,350,37.87,-122.26
"462",241700,1.1859,52,2773,998,1721,949,37.87,-122.26
"463",216700,1.7464,35,3218,1108,1675,1000,37.87,-122.27
"464",211300,NA,49,1350,368,707,350,37.87,-122.27
"465",210200,2.7372,NA,3084,698,NA,694,37.87,-122.27
"466",196400,3.8594,52,938,195,393,189,37.86,-122.28
"467",191700,3.5625,52,1813,353,828,339,37.87,-122.28
"468",182300,NA,NA,1233,300,571,292,37.87,-122.28
"469",175000,2.537,44,NA,755,1382,713,37.87,-122.29
"470",165900,NA,46,1267,324,792,321,37.87,-122.29
"471",156900,1.9946,52,1665,404,815,372,37.86,-122.29
"472",164300,NA,52,1659,367,788,346,37.86,-122.28
"473",150000,NA,52,2225,460,1145,430,37.87,-122.29
"474",150500,1.9483,50,2485,607,1354,NA,37.86,-122.29
"475",169900,1.9327,52,2031,450,958,NA,37.86,-122.28
"476",147400,1.9798,NA,2932,668,1361,608,37.86,-122.28
"477",152700,2.4167,52,NA,472,1005,449,37.85,-122.28
"478",182700,2.5417,49,2052,435,924,414,37.86,-122.27
"479",179300,3.3906,52,1999,417,780,358,37.86,-122.28
"480",157700,2.5652,52,3007,691,1582,636,37.86,-122.28
"481",153100,2.2845,NA,NA,NA,1213,568,37.86,-122.28
"482",NA,2.6071,52,1088,305,486,267,37.86,-122.27
"483",206300,3.15,52,834,186,494,175,37.86,-122.27
"484",218800,2.6914,52,1769,372,849,365,37.86,-122.27
"485",198200,1.8447,52,2307,583,1127,548,37.86,-122.27
"486",253600,1.6307,35,5161,1744,NA,1742,37.86,-122.26
"487",257400,2.9044,52,3497,832,NA,NA,37.86,-122.26
"488",289500,2.9405,52,3774,744,1461,679,37.86,-122.26
"489",241700,3.3893,52,2888,604,1253,538,37.86,-122.26
"490",NA,3.0417,48,2153,517,1656,459,37.86,-122.25
"491",446200,7.0897,52,NA,NA,514,202,37.86,-122.25
"492",456300,NA,52,1709,NA,719,295,37.86,-122.25
"493",336800,1.7652,NA,1587,444,878,NA,37.86,-122.25
"494",NA,7.8521,52,1668,225,517,214,37.86,-122.24
"495",500001,9.3959,52,3726,474,1366,496,37.85,-122.24
"496",376900,5.3794,52,4048,663,1316,590,37.86,-122.25
"497",309600,3.2619,NA,3618,NA,1508,755,37.85,-122.26
"498",182300,2.7054,NA,4076,920,1800,NA,37.85,-122.27
"499",172700,2.2431,47,2077,400,719,326,37.85,-122.27
"500",150800,1.9028,50,1279,300,675,255,37.85,-122.27
"501",153600,NA,52,NA,426,NA,363,37.85,-122.27
"502",106300,2.2841,52,335,NA,152,77,37.85,-122.27
"503",142300,1.3785,47,1375,307,843,319,37.85,-122.27
"504",119400,2.9018,52,610,NA,281,132,37.85,-122.28
"505",147900,1.73,44,1025,198,506,204,37.85,-122.28
"506",132900,2.2625,48,NA,NA,1054,466,37.85,-122.28
"507",NA,NA,35,1872,419,1017,414,37.84,-122.29
"508",126900,2.6997,52,3108,813,NA,NA,37.83,-122.28
"509",143800,4.0018,14,7355,2408,3100,2051,37.84,-122.3
"510",500001,7.8772,52,2990,379,947,361,37.83,-122.23
"511",500001,11.8603,39,2492,310,808,315,37.82,-122.22
"512",500001,13.499,42,2991,335,1018,335,37.82,-122.22
"513",500001,12.2138,52,3242,366,1001,352,37.82,-122.23
"514",NA,8.1872,52,3051,NA,1005,NA,37.82,-122.23
"515",500001,12.3804,52,3494,396,NA,383,37.82,-122.23
"516",457800,5.8948,52,1757,246,585,227,37.83,-122.24
"517",471600,8.1194,52,2449,312,916,316,37.83,-122.24
"518",500001,8.7477,52,1611,203,556,179,37.82,-122.23
"519",398600,6.155,52,3665,517,NA,520,37.82,-122.24
"520",340700,NA,52,NA,NA,1104,398,37.82,-122.25
"521",289900,5.2128,52,3037,516,1242,518,37.76,-122.23
"522",335300,4.7188,52,2269,323,805,321,37.76,-122.23
"523",333000,NA,52,1316,177,378,162,37.76,-122.23
"524",241000,NA,52,1153,235,481,223,37.77,-122.24
"525",189600,3.3214,52,772,179,409,NA,37.77,-122.23
"526",206300,3.6417,NA,1711,386,885,373,37.77,-122.24
"527",215700,3.0161,52,2650,566,1468,567,37.77,-122.25
"528",210200,NA,52,1038,220,482,215,37.77,-122.25
"529",208800,3.4531,52,NA,320,825,264,37.77,-122.25
"530",197900,4.3098,52,859,157,429,158,37.77,-122.25
"531",NA,3.3438,52,970,217,528,208,37.78,-122.26
"532",190800,2.9213,52,1045,239,496,216,37.78,-122.26
"533",207900,2.6806,52,1408,280,718,265,37.78,-122.27
"534",215300,3.7708,52,NA,264,630,265,37.78,-122.27
"535",212900,3.9444,45,1169,263,723,286,37.78,-122.27
"536",292700,5.2601,13,2020,535,959,486,37.78,-122.27
"537",275000,2.5444,30,4145,869,3668,855,37.79,-122.28
"538",200000,2.6447,42,2038,368,2037,NA,37.77,-122.3
"539",173400,2.5762,29,5154,1394,3741,1273,37.78,-122.28
"540",102200,1.9427,42,1241,309,821,300,37.78,-122.29
"541",220800,2.9688,52,1468,363,870,347,37.77,-122.28
"542",NA,3.75,27,NA,1073,1901,966,37.77,-122.28
"543",265400,5.1702,18,2873,763,1243,663,37.76,-122.29
"544",219000,2.5139,NA,1487,306,730,327,37.78,-122.28
"545",282100,NA,52,1670,350,793,299,37.77,-122.26
"546",372000,5.5337,52,2252,388,1033,NA,37.77,-122.27
"547",NA,4.1667,52,1731,377,872,NA,37.77,-122.27
"548",NA,2.7115,52,1710,481,849,457,37.77,-122.27
"549",234500,3.3269,52,2388,559,1121,518,37.77,-122.27
"550",254200,3.2685,52,2156,458,872,445,37.77,-122.25
"551",351800,4.7778,52,1565,315,NA,297,37.77,-122.26
"552",275000,4.226,52,1704,371,663,340,37.77,-122.26
"553",405400,3.3571,52,1210,168,411,172,37.77,-122.26
"554",228100,NA,52,2097,444,915,413,37.77,-122.26
"555",234000,2.875,52,NA,479,921,477,37.77,-122.26
"556",162500,2.3882,43,955,284,585,266,37.77,-122.24
"557",243400,2.975,43,4329,1110,2086,1053,37.77,-122.25
"558",273800,5.1039,52,3011,542,1303,535,37.76,-122.23
"559",248500,4.1458,52,1049,185,374,NA,37.76,-122.23
"560",NA,3.4762,52,2504,516,979,472,37.76,-122.24
"561",NA,2.6833,52,1846,NA,827,446,37.76,-122.24
"562",306300,5.75,52,1705,246,658,253,37.76,-122.23
"563",240000,3.9632,50,1542,289,654,268,37.75,-122.23
"564",247100,NA,45,891,155,NA,146,37.75,-122.24
"565",286600,4.8711,27,4051,753,1499,797,37.75,-122.24
"566",266700,3.0718,52,2646,581,1128,522,37.76,-122.24
"567",229800,3.6719,49,2428,525,1110,492,37.76,-122.24
"568",229300,4.6094,52,2567,436,1119,415,37.76,-122.24
"569",228400,4.5213,21,7031,1249,2930,NA,37.73,-122.24
"570",206200,4.4562,25,1914,365,NA,NA,37.74,-122.25
"571",350700,7.611,5,18634,2885,7427,2718,37.72,-122.24
"572",231000,NA,NA,NA,1379,NA,1312,37.73,-122.27
"573",252900,3.567,52,2876,648,1340,632,37.76,-122.25
"574",353900,3.6875,NA,6909,1554,2974,1484,37.74,-122.27
"575",291700,NA,23,5679,1270,NA,NA,37.77,-122.27
"576",100000,3.1972,NA,1156,365,583,326,37.75,-122.28
"577",341600,7.2634,12,14316,2045,5781,2007,37.77,-122.06
"578",412500,7.0568,5,3596,467,NA,512,37.73,-122.06
"579",248600,4.635,36,3541,570,1478,529,37.71,-122.06
"580",254900,5.3015,40,1808,302,NA,270,37.71,-122.07
"581",241500,4.9801,36,2879,NA,1235,455,37.71,-122.07
"582",295200,5.4834,26,3204,477,1411,484,37.72,-122.07
"583",340400,6.187,31,NA,531,1368,521,37.72,-122.08
"584",274700,5.6194,32,NA,368,1048,367,37.72,-122.08
"585",238600,5.4639,35,2211,350,1004,365,37.71,-122.08
"586",266400,5.1498,35,2663,NA,1086,367,37.71,-122.09
"587",330200,5.8382,30,2599,366,922,350,37.72,-122.1
"588",206800,NA,36,NA,824,1950,819,37.71,-122.11
"589",209200,NA,25,2973,622,1413,595,37.7,-122.1
"590",195800,3.7222,30,3115,625,1444,568,37.69,-122.1
"591",253500,5.2855,31,1843,282,749,269,37.71,-122.09
"592",241800,4.3375,31,2053,336,867,NA,37.7,-122.09
"593",252500,5.2131,27,6740,1073,2723,1035,37.71,-122.1
"594",263900,6.005,30,1751,269,731,263,37.7,-122.09
"595",227000,5.0519,38,1663,295,781,301,37.71,-122.08
"596",220900,4.8237,38,3716,657,NA,652,37.71,-122.08
"597",259300,5.2497,NA,2718,447,1156,410,37.7,-122.08
"598",232500,4.125,39,1420,272,645,277,37.7,-122.07
"599",231600,4.6005,37,NA,NA,NA,315,37.7,-122.06
"600",209400,3.5187,33,NA,NA,1912,NA,37.7,-122.06
"601",223200,3,32,3400,736,1487,694,37.7,-122.07
"602",209900,3.4934,25,3402,758,1645,710,37.7,-122.08
"603",208200,2.9861,33,4413,1107,2239,1051,37.7,-122.09
"604",NA,NA,29,2304,618,1021,552,37.69,-122.07
"605",NA,3.3021,36,2350,499,1105,467,37.69,-122.08
"606",190500,3.0964,31,5914,1309,2999,1295,37.69,-122.07
"607",181000,2.8512,43,1575,NA,740,284,37.69,-122.08
"608",184900,3.3478,NA,1414,NA,629,244,37.69,-122.08
"609",190800,2.3958,37,848,202,314,NA,37.68,-122.08
"610",242200,3.5295,15,3051,685,1479,668,37.68,-122.08
"611",188300,4.8036,20,4296,817,1732,800,37.69,-122.09
"612",183500,3.851,52,2898,557,1338,550,37.74,-122.15
"613",204200,4.0662,52,1071,201,440,192,37.74,-122.14
"614",251900,4.6042,51,NA,403,922,393,37.73,-122.14
"615",187500,2.2,49,1494,316,611,NA,37.74,-122.15
"616",198200,4.1164,52,2260,416,994,412,37.73,-122.16
"617",NA,3.95,52,1394,223,545,230,37.74,-122.15
"618",275000,4.9135,52,1028,129,317,143,37.73,-122.15
"619",245400,2.8355,45,3758,819,1573,736,37.73,-122.15
"620",177500,3.25,NA,2163,NA,925,435,37.73,-122.17
"621",171600,2.8301,49,1699,408,768,385,37.73,-122.16
"622",183300,3.7159,52,1555,289,NA,292,37.73,-122.17
"623",NA,2.5625,52,1114,206,425,207,37.73,-122.16
"624",156700,3.8047,45,1498,313,1003,305,37.72,-122.18
"625",157500,3.375,45,726,147,519,135,37.71,-122.18
"626",179800,3.244,38,890,200,481,198,37.71,-122.17
"627",205500,NA,36,2639,533,1209,NA,37.7,-122.18
"628",NA,3.3906,NA,2562,554,1398,525,37.7,-122.18
"629",262500,NA,36,361,69,158,58,37.71,-122.19
"630",165000,3.371,42,3008,659,1817,664,37.72,-122.17
"631",159700,3.5313,NA,1369,284,766,289,37.72,-122.17
"632",158300,3.663,5,1692,NA,814,328,37.72,-122.17
"633",144800,2.875,38,1007,245,618,239,37.72,-122.16
"634",166300,4.0202,43,3783,814,2139,789,37.72,-122.17
"635",191000,4.5553,37,1507,NA,632,NA,37.71,-122.16
"636",NA,3.4643,36,666,NA,366,134,37.71,-122.16
"637",137500,3.3431,10,2229,601,877,NA,37.72,-122.16
"638",141700,2.1898,28,2215,587,830,573,37.73,-122.15
"639",210900,2.9097,31,NA,372,739,379,37.72,-122.15
"640",NA,3.375,47,1190,251,540,266,37.72,-122.15
"641",157400,2.8125,29,4169,1047,2024,962,37.72,-122.15
"642",NA,NA,52,2024,320,823,334,37.73,-122.14
"643",218400,3.0673,38,NA,NA,711,353,37.73,-122.14
"644",235100,3.8125,43,NA,390,931,NA,37.73,-122.14
"645",341800,6.9096,33,1996,268,686,270,37.73,-122.13
"646",367300,7.912,26,2862,394,1030,NA,37.72,-122.13
"647",243500,3.8393,35,2183,383,976,392,37.72,-122.13
"648",167900,4,35,1037,207,552,210,37.71,-122.12
"649",371200,6.5095,25,1134,153,340,171,37.72,-122.13
"650",218900,3.5156,39,786,132,288,132,37.72,-122.14
"651",202700,2.983,45,1397,253,555,248,37.72,-122.14
"652",186200,3.524,45,NA,451,1006,444,37.72,-122.13
"653",NA,3.1103,NA,1613,NA,776,346,37.71,-122.13
"654",180000,3.5781,44,1421,NA,609,270,37.71,-122.13
"655",202700,3.1682,18,5778,1526,2441,1352,37.71,-122.15
"656",181700,2.6101,27,3094,866,1364,789,37.71,-122.14
"657",166800,3.6932,NA,3905,1007,2197,1044,37.71,-122.14
"658",183700,3.4583,43,NA,557,1333,544,37.7,-122.13
"659",218000,NA,19,3516,710,NA,703,37.7,-122.13
"660",NA,4.0208,36,998,178,NA,183,37.71,-122.15
"661",194700,3.5547,36,1464,244,672,261,37.7,-122.15
"662",187200,4.5859,17,1463,292,NA,330,37.7,-122.14
"663",223100,2.6321,21,4124,1054,2162,998,37.7,-122.13
"664",271300,3.395,17,2380,769,1216,643,37.69,-122.13
"665",194100,3.9702,36,1266,228,NA,239,37.7,-122.14
"666",190400,NA,36,2239,391,1203,NA,37.7,-122.16
"667",189100,NA,NA,1571,317,874,301,37.69,-122.14
"668",184600,3.6625,38,1246,221,637,222,37.69,-122.15
"669",197300,3.8864,NA,1501,287,703,276,37.69,-122.15
"670",192600,3.4583,36,1468,252,733,229,37.7,-122.15
"671",192200,3.7813,36,1118,NA,625,228,37.69,-122.16
"672",194600,2.9917,36,1097,208,568,225,37.7,-122.16
"673",193500,4.4375,36,1719,303,836,311,37.7,-122.16
"674",202600,4,24,1755,365,952,362,37.7,-122.17
"675",83300,2.3869,16,1687,348,568,NA,37.68,-122.16
"676",212600,4.7609,24,2262,391,1125,366,37.69,-122.17
"677",187800,5.4858,5,2087,407,840,401,37.68,-122.18
"678",205700,4.3971,36,1480,278,796,283,37.69,-122.16
"679",192900,4.0109,36,1545,273,863,267,37.69,-122.15
"680",205200,4.3864,NA,2632,447,NA,486,37.68,-122.15
"681",213400,4.2841,30,2261,443,929,383,37.68,-122.15
"682",183600,5.1312,39,1670,308,957,335,37.69,-122.15
"683",178400,2.9958,37,2141,535,1093,555,37.69,-122.14
"684",219200,3.6364,27,3337,613,1489,607,37.68,-122.14
"685",183100,2.7955,31,NA,716,1561,628,37.68,-122.14
"686",157100,2.9507,44,2341,NA,1256,NA,37.69,-122.1
"687",157800,3.4375,30,1197,NA,695,279,37.69,-122.12
"688",161700,2.875,34,1131,278,560,237,37.69,-122.13
"689",152100,3.0345,38,NA,284,632,289,37.71,-122.12
"690",144900,2.679,41,3495,787,1849,750,37.7,-122.12
"691",179900,2.9922,17,2488,617,1287,538,37.7,-122.12
"692",179100,4.1042,NA,2681,508,1580,NA,37.69,-122.12
"693",159900,2.5833,19,2495,635,1571,579,37.7,-122.12
"694",161400,2.1552,23,1689,461,828,443,37.7,-122.11
"695",170400,2.3274,NA,1298,306,835,338,37.7,-122.11
"696",NA,2.4206,19,2693,789,1765,724,37.7,-122.11
"697",NA,3.9063,41,746,145,387,161,37.69,-122.1
"698",155200,2.6464,37,2444,651,NA,618,37.69,-122.11
"699",160900,3.4643,42,1472,310,768,309,37.69,-122.11
"700",NA,2.3973,10,2227,560,1140,472,37.69,-122.12
"701",340000,6.5,20,200,NA,83,31,37.69,-122.03
"702",431000,NA,32,1283,194,485,171,37.64,-121.97
"703",301100,3.8958,6,2445,590,1189,573,37.63,-122.02
"704",241900,4.7813,21,1307,236,586,249,37.63,-122.04
"705",162500,3.2829,5,3785,936,NA,792,37.63,-122.05
"706",299200,5.3169,NA,2031,NA,867,352,37.66,-122.04
"707",315500,6.2579,10,8299,1326,3827,1288,37.65,-122.04
"708",216800,5.1701,23,7518,1279,3827,1294,37.68,-122.05
"709",218100,3.25,NA,1815,426,1280,431,37.68,-122.07
"710",170300,3.1796,NA,5367,1207,2667,1047,37.68,-122.06
"711",275000,2.4196,26,1167,370,253,137,37.68,-122.08
"712",184100,NA,26,2607,682,1401,607,37.68,-122.08
"713",160000,NA,29,493,168,233,NA,37.67,-122.08
"714",175000,2.3357,48,1252,305,673,308,37.67,-122.09
"715",197500,3.5114,NA,1382,353,704,314,37.68,-122.09
"716",150000,3.3125,43,500,110,273,120,37.69,-122.09
"717",NA,2.4042,29,2333,538,1120,540,37.68,-122.09
"718",170300,2.8322,41,1834,NA,1105,467,37.68,-122.09
"719",190900,NA,NA,1415,348,569,293,37.68,-122.09
"720",196900,3.4032,37,1352,342,691,324,37.68,-122.1
"721",174000,2.535,37,NA,503,1109,NA,37.68,-122.1
"722",170200,2.5772,37,1976,481,1197,465,37.68,-122.11
"723",180900,3.0962,38,1779,413,1061,400,37.68,-122.1
"724",150500,2.9564,NA,3659,897,2479,903,37.67,-122.1
"725",167100,3.125,31,1892,428,1162,389,37.68,-122.1
"726",148900,2.95,35,1958,484,1146,NA,37.68,-122.12
"727",196400,4.38,40,1553,NA,724,267,37.68,-122.12
"728",191100,4.0417,37,2412,394,975,375,37.68,-122.12
"729",NA,3.8,36,2110,389,NA,370,37.67,-122.11
"730",180600,3.4839,45,2179,401,1159,399,37.68,-122.12
"731",182800,4.0588,45,2457,445,1129,422,37.68,-122.13
"732",179300,4.1974,44,2147,399,1175,401,37.68,-122.13
"733",179400,3.6,43,1676,340,924,328,37.68,-122.13
"734",210300,4.267,35,2976,518,1424,538,37.68,-122.14
"735",192300,4.2386,34,3036,533,1366,500,37.67,-122.14
"736",198100,5.5797,35,2472,398,1171,NA,37.67,-122.15
"737",196200,4.0682,NA,1487,249,641,243,37.67,-122.14
"738",181600,3.1734,38,2012,NA,NA,332,37.67,-122.13
"739",186900,4.7933,37,NA,569,1635,NA,37.67,-122.14
"740",188300,NA,37,3156,534,1495,NA,37.67,-122.14
"741",184000,3.8676,40,NA,318,914,317,37.67,-122.13
"742",184700,3.9395,33,3429,681,1798,694,37.67,-122.12
"743",179900,3.2434,42,3592,703,1625,665,37.67,-122.13
"744",167200,3.0917,38,1035,NA,599,224,37.67,-122.11
"745",165400,3.0645,32,3028,811,2037,NA,37.67,-122.11
"746",154000,2.7019,33,2431,655,1854,603,37.67,-122.09
"747",153500,3.1115,39,2069,500,1408,478,37.67,-122.09
"748",135400,3.4722,40,1340,313,766,NA,37.66,-122.09
"749",158300,2.2222,39,1160,259,725,274,37.66,-122.09
"750",240700,6.1104,32,2015,318,NA,340,37.68,-122.05
"751",180700,4.2733,22,3882,816,1830,743,37.67,-122.06
"752",230600,3.2465,27,3239,671,1469,616,37.67,-122.07
"753",210800,3.2417,28,2932,739,1198,624,37.67,-122.07
"754",165300,3.875,38,2104,409,1039,NA,37.67,-122.07
"755",254200,6.0501,29,1694,251,690,242,37.67,-122.04
"756",332600,6.8233,18,3000,419,NA,415,37.67,-122.04
"757",350000,6.3501,23,2419,NA,1066,384,37.66,-122.04
"758",161200,2.6719,28,2280,610,1255,587,37.66,-122.07
"759",179300,3.875,21,5031,NA,2461,1042,37.66,-122.07
"760",154300,2.5625,33,1547,372,1063,356,37.66,-122.08
"761",161800,3.016,31,3300,790,2181,740,37.65,-122.07
"762",161900,2.7694,17,5018,1439,3069,NA,37.65,-122.08
"763",165400,3.6818,35,NA,393,1093,374,37.65,-122.08
"764",166600,2.1382,37,1997,436,1349,437,37.66,-122.08
"765",149700,3.7303,37,901,191,599,NA,37.66,-122.1
"766",162100,3.875,35,686,142,480,149,37.66,-122.1
"767",152600,3.0489,33,1954,464,1293,448,37.66,-122.1
"768",195200,2.8203,27,2630,722,1414,634,37.65,-122.09
"769",190600,4.3897,35,1130,192,543,184,37.65,-122.09
"770",193800,4.7143,35,1184,NA,572,NA,37.65,-122.09
"771",200600,4.6875,34,656,115,342,112,37.66,-122.1
"772",150000,3.2091,29,2544,643,2332,603,37.66,-122.11
"773",185300,4.275,36,1305,NA,768,234,37.66,-122.1
"774",172700,4.1302,36,1755,316,913,299,37.66,-122.11
"775",NA,3.09,35,2843,652,1726,643,37.66,-122.11
"776",194400,4.5417,25,2538,494,1185,501,37.65,-122.1
"777",NA,4.6635,28,1784,311,NA,278,37.64,-122.1
"778",204500,4.4427,31,1797,327,796,319,37.65,-122.1
"779",175000,4.5303,NA,410,76,252,82,37.65,-122.1
"780",137500,2.375,26,162,27,86,25,37.65,-122.12
"781",187200,3.8171,18,9963,NA,5613,1946,37.63,-122.1
"782",173600,4.5281,35,2361,458,1727,467,37.61,-122.1
"783",163000,4.3456,19,862,NA,407,183,37.66,-122.13
"784",331600,NA,18,4335,808,2041,734,37.65,-122.11
"785",197600,5.2312,31,1487,280,NA,NA,37.64,-122.11
"786",197900,NA,8,3592,849,1907,746,37.64,-122.11
"787",228100,3.8875,40,432,102,264,77,37.64,-122.12
"788",189500,3.9167,34,NA,242,735,NA,37.63,-122.09
"789",184200,3.9063,32,1578,284,836,292,37.64,-122.09
"790",180900,3.7895,29,2172,435,1377,408,37.63,-122.1
"791",172000,3.8,36,1340,245,789,248,37.64,-122.08
"792",177900,5.7309,36,1116,199,662,226,37.64,-122.08
"793",173100,4.1141,NA,1885,NA,853,271,37.64,-122.09
"794",172600,5.2838,NA,1180,212,664,200,37.64,-122.09
"795",182100,3.3479,NA,5267,1253,NA,1113,37.64,-122.08
"796",179500,3.142,23,1897,440,1109,418,37.64,-122.08
"797",176000,3.7614,31,767,171,NA,185,37.63,-122.08
"798",NA,4.25,33,NA,127,431,149,37.63,-122.08
"799",182700,3.9338,36,786,133,NA,160,37.64,-122.08
"800",134900,2.5158,22,5861,1516,5436,1463,37.64,-122.07
"801",157600,2.4808,27,2784,723,2028,693,37.63,-122.07
"802",NA,4.7083,25,4524,860,2426,862,37.64,-122.07
"803",158200,4.1652,37,1468,304,1038,282,37.64,-122.06
"804",350000,3.5541,20,1655,450,857,430,37.64,-122.06
"805",158200,3.8036,33,1227,286,NA,NA,37.65,-122.06
"806",NA,3.8259,33,1160,252,729,220,37.64,-122.06
"807",NA,3.2331,33,952,172,369,159,37.63,-122.04
"808",198700,4.7109,35,2072,352,1001,350,37.62,-122.03
"809",221200,4.2468,32,2964,547,1472,527,37.62,-122.03
"810",208500,6.396,35,1032,173,453,176,37.62,-122.04
"811",204200,3.8125,NA,657,118,328,134,37.62,-122.04
"812",193200,3.2857,32,1540,324,793,302,37.62,-122.04
"813",209500,3.8929,35,1298,236,632,204,37.62,-122.03
"814",164900,3.7262,36,1409,271,1002,281,37.61,-122.03
"815",161400,4.0125,37,1383,259,808,241,37.61,-122.03
"816",187000,NA,36,NA,216,727,215,37.61,-122.04
"817",190400,4.2857,35,899,179,455,185,37.62,-122.04
"818",156600,NA,37,1793,364,1534,346,37.63,-122.08
"819",157300,2.6875,17,NA,518,1139,550,37.62,-122.08
"820",168100,3.7292,35,1931,NA,NA,337,37.63,-122.07
"821",177600,4.5913,24,2329,NA,NA,453,37.63,-122.07
"822",208900,3.8625,12,6711,1374,3388,1289,37.63,-122.06
"823",169200,3.3611,23,1939,356,841,364,37.63,-122.06
"824",163900,2.8971,16,1642,346,705,351,37.61,-122.05
"825",164700,4.0326,34,1619,293,1148,310,37.63,-122.08
"826",156900,4.0682,35,517,108,391,107,37.63,-122.08
"827",168800,NA,36,1570,274,992,249,37.63,-122.09
"828",174100,4.7019,35,1213,221,790,243,37.63,-122.09
"829",206500,5.64,27,1826,309,1016,313,37.62,-122.08
"830",203900,3.7931,26,2261,443,1039,395,37.61,-122.08
"831",217000,4.6458,NA,3666,711,2341,703,37.61,-121.99
"832",159600,NA,36,1633,345,1382,NA,37.6,-122.02
"833",159800,2.652,31,2155,522,1858,437,37.6,-122.02
"834",NA,3.5,32,1295,280,1156,300,37.6,-122.02
"835",149600,3.2386,32,1295,295,1097,328,37.6,-122.02
"836",188600,5.097,33,NA,302,831,268,37.61,-122.03
"837",238500,4.3875,17,3314,NA,1873,602,37.6,-122.04
"838",235300,4.625,22,3009,497,1640,514,37.6,-122.06
"839",261400,5.0406,6,NA,474,1568,433,37.61,-122.08
"840",234400,5.8704,17,5159,832,3174,NA,37.6,-122.06
"841",NA,5.3226,18,1726,276,1186,310,37.6,-122.06
"842",NA,4.235,16,1816,365,1367,355,37.59,-122.08
"843",222000,4.825,13,2578,551,NA,528,37.59,-122.07
"844",NA,5.5218,NA,2576,418,1657,410,37.58,-122.08
"845",244300,6.5116,16,1644,NA,1033,267,37.58,-122.07
"846",247000,6.0661,16,1606,240,1117,268,37.58,-122.07
"847",236500,6.0074,NA,NA,544,2003,488,37.58,-122.08
"848",151400,4.6211,NA,3475,686,2568,653,37.59,-122.07
"849",213700,5.225,16,1893,338,1461,344,37.58,-122.07
"850",243600,5.3428,14,1727,302,1116,NA,37.59,-122.04
"851",212500,3.7462,15,6243,1273,3163,1274,37.59,-122.05
"852",NA,NA,24,2077,383,1488,389,37.6,-122.03
"853",213200,3.6923,18,1165,333,855,319,37.59,-122.02
"854",256000,4.6786,16,4371,889,2530,817,37.59,-122.03
"855",237500,2.875,2,838,295,240,149,37.59,-122.01
"856",178100,3.3617,NA,3052,760,2097,728,37.58,-122.02
"857",231800,5.7579,17,4313,717,2629,721,37.58,-122.01
"858",NA,2.9706,36,385,94,295,92,37.6,-122.09
"859",191700,3.9022,10,3046,678,2056,628,37.6,-122.08
